# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
# POINTS2D[] as (X, Y, POINT3D_ID)
404 0.7194750249 0.0156612630 0.6943277144 0.0044088872 1.5085879822 -0.0325400411 -0.6546509469 1 frame_0100_left.jpg

405 0.0117973427 0.0106553374 0.9998562297 -0.0058996889 1.5002138182 -0.0192545734 -0.7049391522 1 frame_0101_front.jpg

406 0.6986631393 -0.0033627513 -0.7153471013 0.0117061713 1.5002138182 -0.0192545734 -0.7049391522 1 frame_0101_right.jpg

407 0.9998562297 0.0058996889 -0.0117973427 0.0106553374 1.5002138182 -0.0192545734 -0.7049391522 1 frame_0101_back.jpg

408 0.7153471013 0.0117061713 0.6986631393 0.0033627513 1.5002138182 -0.0192545734 -0.7049391522 1 frame_0101_left.jpg

409 0.0118728350 0.0104506016 0.9998445316 -0.0077931603 1.5003573161 -0.0213571791 -0.7044265056 1 frame_0102_front.jpg

410 0.6986014863 -0.0018790948 -0.7153922106 0.0129002877 1.5003573161 -0.0213571791 -0.7044265056 1 frame_0102_right.jpg

411 0.9998445316 0.0077931603 -0.0118728350 0.0104506016 1.5003573161 -0.0213571791 -0.7044265056 1 frame_0102_back.jpg

412 0.7153922106 0.0129002877 0.6986014863 0.0018790948 1.5003573161 -0.0213571791 -0.7044265056 1 frame_0102_left.jpg

413 0.0118577727 0.0103962299 0.9998446131 -0.0078778924 1.5003703278 -0.0213065452 -0.7044339720 1 frame_0103_front.jpg

414 0.6986121946 -0.0017807335 -0.7153816176 0.0129217558 1.5003703278 -0.0213065452 -0.7044339720 1 frame_0103_right.jpg

415 0.9998446131 0.0078778924 -0.0118577727 0.0103962299 1.5003703278 -0.0213065452 -0.7044339720 1 frame_0103_back.jpg

416 0.7153816176 0.0129217558 0.6986121946 0.0017807335 1.5003703278 -0.0213065452 -0.7044339720 1 frame_0103_left.jpg

